label,tt,result,n_covered,n_empty,total_domain,profiles,edges_partial,edges_incompat
lift_xor_40995,0x5FDCA023,EMPTY+GENUINE,28,12,53540,5688,162,8
lift_and_40995,0xA0230000,UNSAT,40,0,299372,10813,362,3
lift_41009,0xA031A031,UNSAT,40,0,167113,9456,424,4
lift_xor_41009,0x5FCEA031,EMPTY+GENUINE,28,12,53540,5688,162,8
lift_and_41009,0xA0310000,UNSAT,40,0,299372,10813,362,3
lift_41100,0xA08CA08C,UNSAT,40,0,186045,11745,427,2
lift_xor_41100,0x5F73A08C,EMPTY+GENUINE,27,13,50211,5257,160,4
lift_and_41100,0xA08C0000,UNSAT,40,0,306594,12058,352,1
lift_41131,0xA0ABA0AB,UNSAT,40,0,195334,11601,421,2
lift_xor_41131,0x5F54A0AB,EMPTY+GENUINE,30,10,45021,4719,199,2
lift_and_41131,0xA0AB0000,UNSAT,40,0,285708,12512,378,1
lift_41134,0xA0AEA0AE,UNSAT,40,0,197829,12023,428,2
lift_xor_41134,0x5F51A0AE,EMPTY+GENUINE,30,10,43726,4532,199,2
lift_and_41134,0xA0AE0000,UNSAT,40,0,286204,12666,378,1
lift_41144,0xA0B8A0B8,UNSAT,40,0,183836,10895,442,0
lift_xor_41144,0x5F47A0B8,EMPTY+GENUINE,27,13,41508,4249,159,0
lift_and_41144,0xA0B80000,UNSAT,40,0,292082,11876,358,0
lift_41156,0xA0C4A0C4,UNSAT,40,0,186045,11745,427,2
lift_xor_41156,0x5F3BA0C4,EMPTY+GENUINE,27,13,50211,5257,160,4
lift_and_41156,0xA0C40000,UNSAT,40,0,306594,12058,352,1
lift_41186,0xA0E2A0E2,UNSAT,40,0,183836,10895,442,0
lift_xor_41186,0x5F1DA0E2,EMPTY+GENUINE,27,13,41508,4249,159,0
lift_and_41186,0xA0E20000,UNSAT,40,0,292082,11876,358,0
lift_41199,0xA0EFA0EF,UNSAT,40,0,165266,8999,439,0
lift_xor_41199,0x5F10A0EF,EMPTY+GENUINE,30,10,30680,3354,205,0
lift_and_41199,0xA0EF0000,UNSAT,40,0,246964,11230,401,0
lift_41201,0xA0F1A0F1,UNSAT,40,0,195334,11601,421,2
lift_xor_41201,0x5F0EA0F1,EMPTY+GENUINE,30,10,45021,4719,199,2
lift_and_41201,0xA0F10000,UNSAT,40,0,285708,12512,378,1
lift_41204,0xA0F4A0F4,UNSAT,40,0,197829,12023,428,2
lift_xor_41204,0x5F0BA0F4,EMPTY+GENUINE,30,10,43726,4532,199,2
lift_and_41204,0xA0F40000,UNSAT,40,0,286204,12666,378,1
lift_41213,0xA0FDA0FD,UNSAT,40,0,165266,8999,439,0
lift_xor_41213,0x5F02A0FD,EMPTY+GENUINE,30,10,30680,3354,205,0
lift_and_41213,0xA0FD0000,UNSAT,40,0,246964,11230,401,0
lift_41475,0xA203A203,UNSAT,40,0,167113,9456,424,4
lift_xor_41475,0x5DFCA203,EMPTY+GENUINE,28,12,53540,5688,162,8
lift_and_41475,0xA2030000,UNSAT,40,0,299372,10813,362,3
lift_41522,0xA232A232,UNSAT,40,0,161769,8677,433,4
lift_xor_41522,0x5DCDA232,EMPTY+GENUINE,28,12,40354,4080,166,4
lift_and_41522,0xA2320000,UNSAT,40,0,283354,10533,357,2
lift_41523,0xA233A233,UNSAT,40,0,156191,7972,428,2
lift_xor_41523,0x5DCCA233,EMPTY+GENUINE,30,10,45021,4719,199,2
lift_and_41523,0xA2330000,UNSAT,40,0,269255,10387,390,1
lift_41635,0xA2A3A2A3,UNSAT,40,0,195334,11601,421,2
lift_xor_41635,0x5D5CA2A3,EMPTY+GENUINE,30,10,45021,4719,199,2
lift_and_41635,0xA2A30000,UNSAT,40,0,285708,12512,378,1
lift_41646,0xA2AEA2AE,UNSAT,40,0,210695,12616,416,4
lift_xor_41646,0x5D51A2AE,EMPTY+GENUINE,30,10,42103,4120,190,4
lift_and_41646,0xA2AE0000,UNSAT,40,0,279243,13203,375,2
lift_41647,0xA2AFA2AF,UNSAT,40,0,181198,9831,431,0
lift_xor_41647,0x5D50A2AF,EMPTY+GENUINE,30,10,30680,3354,205,0
lift_and_41647,0xA2AF0000,UNSAT,40,0,254192,11873,394,0
lift_41648,0xA2B0A2B0,UNSAT,40,0,183836,10895,442,0
lift_xor_41648,0x5D4FA2B0,EMPTY+GENUINE,27,13,41508,4249,159,0
lift_and_41648,0xA2B00000,UNSAT,40,0,292082,11876,358,0
lift_41663,0xA2BFA2BF,UNSAT,40,0,151574,7092,437,0
lift_xor_41663,0x5D40A2BF,EMPTY+GENUINE,28,12,13382,1633,177,0
lift_and_41663,0xA2BF0000,UNSAT,40,0,228534,10439,377,0
lift_41698,0xA2E2A2E2,UNSAT,40,0,199500,11914,416,0
lift_xor_41698,0x5D1DA2E2,EMPTY+GENUINE,29,11,41233,4153,181,0
lift_and_41698,0xA2E20000,UNSAT,40,0,286312,12696,387,0
lift_41710,0xA2EEA2EE,UNSAT,40,0,197829,12023,428,2
lift_xor_41710,0x5D11A2EE,EMPTY+GENUINE,30,10,30680,3354,198,2
lift_and_41710,0xA2EE0000,UNSAT,40,0,260154,12920,387,1
lift_41712,0xA2F0A2F0,UNSAT,40,0,199500,11914,416,0
lift_xor_41712,0x5D0FA2F0,EMPTY+GENUINE,29,11,41233,4153,181,0
lift_and_41712,0xA2F00000,UNSAT,40,0,286312,12696,387,0
lift_41726,0xA2FEA2FE,UNSAT,40,0,161769,8677,433,4
lift_xor_41726,0x5D01A2FE,EMPTY+GENUINE,28,12,14262,1694,168,4
lift_and_41726,0xA2FE0000,UNSAT,40,0,231203,11032,382,2
lift_41729,0xA301A301,UNSAT,40,0,167113,9456,424,4
lift_xor_41729,0x5CFEA301,EMPTY+GENUINE,28,12,53540,5688,162,8
lift_and_41729,0xA3010000,UNSAT,40,0,299372,10813,362,3
lift_41762,0xA322A322,UNSAT,40,0,161769,8677,433,4
lift_xor_41762,0x5CDDA322,EMPTY+GENUINE,28,12,40354,4080,166,4
lift_and_41762,0xA3220000,UNSAT,40,0,283354,10533,357,2
lift_41763,0xA323A323,UNSAT,40,0,156191,7972,428,2
lift_xor_41763,0x5CDCA323,EMPTY+GENUINE,30,10,45021,4719,199,2
lift_and_41763,0xA3230000,UNSAT,40,0,269255,10387,390,1
lift_41779,0xA333A333,UNSAT,40,0,150530,7325,414,4
lift_xor_41779,0x5CCCA333,EMPTY+GENUINE,30,10,43857,4443,198,4
lift_and_41779,0xA3330000,UNSAT,40,0,254571,10143,387,2
lift_41856,0xA380A380,UNSAT,40,0,186045,11745,427,2
lift_xor_41856,0x5C7FA380,EMPTY+GENUINE,27,13,50211,5257,160,4
lift_and_41856,0xA3800000,UNSAT,40,0,306594,12058,352,1
lift_41890,0xA3A2A3A2,UNSAT,40,0,197829,12023,428,2
lift_xor_41890,0x5C5DA3A2,EMPTY+GENUINE,30,10,43726,4532,199,2
lift_and_41890,0xA3A20000,UNSAT,40,0,286204,12666,378,1
lift_41898,0xA3AAA3AA,UNSAT,40,0,210695,12616,416,4
lift_xor_41898,0x5C55A3AA,EMPTY+GENUINE,30,10,42103,4120,190,4
lift_and_41898,0xA3AA0000,UNSAT,40,0,279243,13203,375,2
lift_41899,0xA3ABA3AB,UNSAT,40,0,181198,9831,431,0
lift_xor_41899,0x5C54A3AB,EMPTY+GENUINE,30,10,30680,3354,205,0
lift_and_41899,0xA3AB0000,UNSAT,40,0,254192,11873,394,0
lift_41915,0xA3BBA3BB,UNSAT,40,0,151574,7092,437,0
lift_xor_41915,0x5C44A3BB,EMPTY+GENUINE,28,12,13382,1633,177,0
lift_and_41915,0xA3BB0000,UNSAT,40,0,228534,10439,377,0
lift_43020,0xA80CA80C,UNSAT,40,0,186045,11745,427,2
lift_xor_43020,0x57F3A80C,EMPTY+GENUINE,27,13,50211,5257,160,4
lift_and_43020,0xA80C0000,UNSAT,40,0,306594,12058,352,1
lift_43056,0xA830A830,UNSAT,40,0,186045,11745,427,2
lift_xor_43056,0x57CFA830,EMPTY+GENUINE,27,13,50211,5257,160,4
lift_and_43056,0xA8300000,UNSAT,40,0,306594,12058,352,1
lift_43179,0xA8ABA8AB,UNSAT,40,0,214184,13247,412,4
lift_xor_43179,0x5754A8AB,EMPTY+GENUINE,30,10,43857,4443,198,4
lift_and_43179,0xA8AB0000,UNSAT,40,0,280899,13498,378,2
lift_43200,0xA8C0A8C0,UNSAT,40,0,192905,13288,411,0
lift_xor_43200,0x573FA8C0,EMPTY+GENUINE,23,17,51070,5249,123,0
lift_and_43200,0xA8C00000,UNSAT,40,0,309416,12537,336,0
lift_43247,0xA8EFA8EF,UNSAT,40,0,160153,8553,437,0
lift_xor_43247,0x5710A8EF,EMPTY+GENUINE,28,12,13382,1633,177,0
lift_and_43247,0xA8EF0000,UNSAT,40,0,231181,11026,400,0
lift_43259,0xA8FBA8FB,UNSAT,40,0,160153,8553,437,0
lift_xor_43259,0x5704A8FB,EMPTY+GENUINE,28,12,13382,1633,177,0
lift_and_43259,0xA8FB0000,UNSAT,40,0,231181,11026,400,0
lift_43531,0xAA0BAA0B,UNSAT,40,0,195334,11601,421,2
lift_xor_43531,0x55F4AA0B,EMPTY+GENUINE,30,10,45021,4719,199,2
lift_and_43531,0xAA0B0000,UNSAT,40,0,285708,12512,378,1
lift_43534,0xAA0EAA0E,UNSAT,40,0,197829,12023,428,2
lift_xor_43534,0x55F1AA0E,EMPTY+GENUINE,30,10,43726,4532,199,2
lift_and_43534,0xAA0E0000,UNSAT,40,0,286204,12666,378,1
lift_43555,0xAA23AA23,UNSAT,40,0,195334,11601,421,2
lift_xor_43555,0x55DCAA23,EMPTY+GENUINE,30,10,45021,4719,199,2
lift_and_43555,0xAA230000,UNSAT,40,0,285708,12512,378,1
lift_43566,0xAA2EAA2E,UNSAT,40,0,210695,12616,416,4
lift_xor_43566,0x55D1AA2E,EMPTY+GENUINE,30,10,42103,4120,190,4
lift_and_43566,0xAA2E0000,UNSAT,40,0,279243,13203,375,2
lift_43567,0xAA2FAA2F,UNSAT,40,0,181198,9831,431,0
lift_xor_43567,0x55D0AA2F,EMPTY+GENUINE,30,10,30680,3354,205,0
lift_and_43567,0xAA2F0000,UNSAT,40,0,254192,11873,394,0
lift_43570,0xAA32AA32,UNSAT,40,0,197829,12023,428,2
lift_xor_43570,0x55CDAA32,EMPTY+GENUINE,30,10,43726,4532,199,2
lift_and_43570,0xAA320000,UNSAT,40,0,286204,12666,378,1
lift_43578,0xAA3AAA3A,UNSAT,40,0,210695,12616,416,4
lift_xor_43578,0x55C5AA3A,EMPTY+GENUINE,30,10,42103,4120,190,4
lift_and_43578,0xAA3A0000,UNSAT,40,0,279243,13203,375,2
lift_43579,0xAA3BAA3B,UNSAT,40,0,181198,9831,431,0
lift_xor_43579,0x55C4AA3B,EMPTY+GENUINE,30,10,30680,3354,205,0
lift_and_43579,0xAA3B0000,UNSAT,40,0,254192,11873,394,0
lift_43659,0xAA8BAA8B,UNSAT,40,0,214184,13247,412,4
lift_xor_43659,0x5574AA8B,EMPTY+GENUINE,30,10,43857,4443,198,4
lift_and_43659,0xAA8B0000,UNSAT,40,0,280899,13498,378,2
lift_43683,0xAAA3AAA3,UNSAT,40,0,214184,13247,412,4
lift_xor_43683,0x555CAAA3,EMPTY+GENUINE,30,10,43857,4443,198,4
lift_and_43683,0xAAA30000,UNSAT,40,0,280899,13498,378,2
lift_43692,0xAAACAAAC,UNSAT,40,0,228151,15003,412,0
lift_xor_43692,0x5553AAAC,EMPTY+GENUINE,28,12,43857,4424,182,0
lift_and_43692,0xAAAC0000,UNSAT,40,0,285529,14327,368,0
lift_43704,0xAAB8AAB8,UNSAT,40,0,228151,15003,412,0
lift_xor_43704,0x5547AAB8,EMPTY+GENUINE,28,12,43857,4424,182,0
lift_and_43704,0xAAB80000,UNSAT,40,0,285529,14327,368,0
lift_43722,0xAACAAACA,UNSAT,40,0,222460,14054,412,0
lift_xor_43722,0x5535AACA,EMPTY+GENUINE,28,12,42103,4114,176,0
lift_and_43722,0xAACA0000,UNSAT,40,0,283558,13929,382,0
lift_43726,0xAACEAACE,UNSAT,40,0,199500,11914,416,0
lift_xor_43726,0x5531AACE,EMPTY+GENUINE,29,11,28187,2975,182,0
lift_and_43726,0xAACE0000,UNSAT,40,0,260211,12941,396,0
lift_43727,0xAACFAACF,UNSAT,40,0,184305,10365,424,0
lift_xor_43727,0x5530AACF,EMPTY+GENUINE,29,11,22134,2493,184,0
lift_and_43727,0xAACF0000,UNSAT,40,0,242311,12229,408,0
lift_43746,0xAAE2AAE2,UNSAT,40,0,222460,14054,412,0
lift_xor_43746,0x551DAAE2,EMPTY+GENUINE,28,12,42103,4114,176,0
lift_and_43746,0xAAE20000,UNSAT,40,0,283558,13929,382,0
lift_43762,0xAAF2AAF2,UNSAT,40,0,199500,11914,416,0
lift_xor_43762,0x550DAAF2,EMPTY+GENUINE,29,11,28187,2975,182,0
lift_and_43762,0xAAF20000,UNSAT,40,0,260211,12941,396,0
lift_43763,0xAAF3AAF3,UNSAT,40,0,184305,10365,424,0
lift_xor_43763,0x550CAAF3,EMPTY+GENUINE,29,11,22134,2493,184,0
lift_and_43763,0xAAF30000,UNSAT,40,0,242311,12229,408,0
lift_43784,0xAB08AB08,UNSAT,40,0,183836,10895,442,0
lift_xor_43784,0x54F7AB08,EMPTY+GENUINE,27,13,41508,4249,159,0
lift_and_43784,0xAB080000,UNSAT,40,0,292082,11876,358,0
lift_43808,0xAB20AB20,UNSAT,40,0,183836,10895,442,0
lift_xor_43808,0x54DFAB20,EMPTY+GENUINE,27,13,41508,4249,159,0
lift_and_43808,0xAB200000,UNSAT,40,0,292082,11876,358,0
lift_43823,0xAB2FAB2F,UNSAT,40,0,151574,7092,437,0
lift_xor_43823,0x54D0AB2F,EMPTY+GENUINE,28,12,13382,1633,177,0
lift_and_43823,0xAB2F0000,UNSAT,40,0,228534,10439,377,0
lift_43835,0xAB3BAB3B,UNSAT,40,0,151574,7092,437,0
lift_xor_43835,0x54C4AB3B,EMPTY+GENUINE,28,12,13382,1633,177,0
lift_and_43835,0xAB3B0000,UNSAT,40,0,228534,10439,377,0
lift_43944,0xABA8ABA8,UNSAT,40,0,228151,15003,412,0
lift_xor_43944,0x5457ABA8,EMPTY+GENUINE,28,12,43857,4424,182,0
lift_and_43944,0xABA80000,UNSAT,40,0,285529,14327,368,0
lift_44036,0xAC04AC04,UNSAT,40,0,186045,11745,427,2
lift_xor_44036,0x53FBAC04,EMPTY+GENUINE,27,13,50211,5257,160,4
lift_and_44036,0xAC040000,UNSAT,40,0,306594,12058,352,1
lift_44160,0xAC80AC80,UNSAT,40,0,192905,13288,411,0
lift_xor_44160,0x537FAC80,EMPTY+GENUINE,23,17,51070,5249,123,0
lift_and_44160,0xAC800000,UNSAT,40,0,309416,12537,336,0
lift_44202,0xACAAACAA,UNSAT,40,0,222460,14054,412,0
lift_xor_44202,0x5355ACAA,EMPTY+GENUINE,28,12,42103,4114,176,0
lift_and_44202,0xACAA0000,UNSAT,40,0,283558,13929,382,0
lift_44206,0xACAEACAE,UNSAT,40,0,199500,11914,416,0
lift_xor_44206,0x5351ACAE,EMPTY+GENUINE,29,11,28187,2975,182,0
lift_and_44206,0xACAE0000,UNSAT,40,0,260211,12941,396,0
lift_44207,0xACAFACAF,UNSAT,40,0,184305,10365,424,0
lift_xor_44207,0x5350ACAF,EMPTY+GENUINE,29,11,22134,2493,184,0
lift_and_44207,0xACAF0000,UNSAT,40,0,242311,12229,408,0
lift_44236,0xACCCACCC,UNSAT,40,0,228151,15003,412,0
lift_xor_44236,0x5333ACCC,EMPTY+GENUINE,28,12,43857,4424,182,0
lift_and_44236,0xACCC0000,UNSAT,40,0,286417,14401,370,0
lift_44270,0xACEEACEE,UNSAT,40,0,183836,10895,442,0
lift_xor_44270,0x5311ACEE,EMPTY+GENUINE,27,13,15416,1863,157,0
lift_and_44270,0xACEE0000,UNSAT,40,0,239931,12375,385,0
lift_44285,0xACFDACFD,UNSAT,40,0,168641,9346,438,0
lift_xor_44285,0x5302ACFD,EMPTY+GENUINE,27,13,9363,1379,161,0
lift_and_44285,0xACFD0000,UNSAT,40,0,222031,11663,399,0
lift_44287,0xACFFACFF,UNSAT,40,0,246766,9439,408,0
lift_xor_44287,0x5300ACFF,EMPTY+GENUINE,29,11,49675,2370,205,0
lift_and_44287,0xACFF0000,UNSAT,40,0,256150,12941,396,0
lift_44546,0xAE02AE02,UNSAT,40,0,183836,10895,442,0
lift_xor_44546,0x51FDAE02,EMPTY+GENUINE,27,13,41508,4249,159,0
lift_and_44546,0xAE020000,UNSAT,40,0,292082,11876,358,0
lift_44559,0xAE0FAE0F,UNSAT,40,0,165266,8999,439,0
lift_xor_44559,0x51F0AE0F,EMPTY+GENUINE,30,10,30680,3354,205,0
lift_and_44559,0xAE0F0000,UNSAT,40,0,246964,11230,401,0
lift_44578,0xAE22AE22,UNSAT,40,0,199500,11914,416,0
lift_xor_44578,0x51DDAE22,EMPTY+GENUINE,29,11,41233,4153,181,0
lift_and_44578,0xAE220000,UNSAT,40,0,286312,12696,387,0
lift_44590,0xAE2EAE2E,UNSAT,40,0,197829,12023,428,2
lift_xor_44590,0x51D1AE2E,EMPTY+GENUINE,30,10,30680,3354,198,2
lift_and_44590,0xAE2E0000,UNSAT,40,0,260154,12920,387,1
lift_44687,0xAE8FAE8F,UNSAT,40,0,160153,8553,437,0
lift_xor_44687,0x5170AE8F,EMPTY+GENUINE,28,12,13382,1633,177,0
lift_and_44687,0xAE8F0000,UNSAT,40,0,231181,11026,400,0
lift_44706,0xAEA2AEA2,UNSAT,40,0,222460,14054,412,0
lift_xor_44706,0x515DAEA2,EMPTY+GENUINE,28,12,42103,4114,176,0
lift_and_44706,0xAEA20000,UNSAT,40,0,283558,13929,382,0
lift_44750,0xAECEAECE,UNSAT,40,0,183836,10895,442,0
lift_xor_44750,0x5131AECE,EMPTY+GENUINE,27,13,15416,1863,157,0
lift_and_44750,0xAECE0000,UNSAT,40,0,239931,12375,385,0
lift_44796,0xAEFCAEFC,UNSAT,40,0,186045,11745,427,2
lift_xor_44796,0x5103AEFC,EMPTY+GENUINE,27,13,11073,1693,160,4
lift_and_44796,0xAEFC0000,UNSAT,40,0,227505,12737,393,1
lift_44801,0xAF01AF01,UNSAT,40,0,195334,11601,421,2
lift_xor_44801,0x50FEAF01,EMPTY+GENUINE,30,10,45021,4719,199,2
lift_and_44801,0xAF010000,UNSAT,40,0,285708,12512,378,1
lift_44804,0xAF04AF04,UNSAT,40,0,197829,12023,428,2
lift_xor_44804,0x50FBAF04,EMPTY+GENUINE,30,10,43726,4532,199,2
lift_and_44804,0xAF040000,UNSAT,40,0,286204,12666,378,1
lift_44813,0xAF0DAF0D,UNSAT,40,0,165266,8999,439,0
lift_xor_44813,0x50F2AF0D,EMPTY+GENUINE,30,10,30680,3354,205,0
lift_and_44813,0xAF0D0000,UNSAT,40,0,246964,11230,401,0
lift_44832,0xAF20AF20,UNSAT,40,0,199500,11914,416,0
lift_xor_44832,0x50DFAF20,EMPTY+GENUINE,29,11,41233,4153,181,0
lift_and_44832,0xAF200000,UNSAT,40,0,286312,12696,387,0
lift_44846,0xAF2EAF2E,UNSAT,40,0,161769,8677,433,4
lift_xor_44846,0x50D1AF2E,EMPTY+GENUINE,28,12,14262,1694,168,4
lift_and_44846,0xAF2E0000,UNSAT,40,0,231203,11032,382,2
lift_44939,0xAF8BAF8B,UNSAT,40,0,160153,8553,437,0
lift_xor_44939,0x5074AF8B,EMPTY+GENUINE,28,12,13382,1633,177,0
lift_and_44939,0xAF8B0000,UNSAT,40,0,231181,11026,400,0
lift_44962,0xAFA2AFA2,UNSAT,40,0,199500,11914,416,0
lift_xor_44962,0x505DAFA2,EMPTY+GENUINE,29,11,28187,2975,182,0
lift_and_44962,0xAFA20000,UNSAT,40,0,260211,12941,396,0
lift_44963,0xAFA3AFA3,UNSAT,40,0,184305,10365,424,0
lift_xor_44963,0x505CAFA3,EMPTY+GENUINE,29,11,22134,2493,184,0
lift_and_44963,0xAFA30000,UNSAT,40,0,242311,12229,408,0
lift_45005,0xAFCDAFCD,UNSAT,40,0,168641,9346,438,0
lift_xor_45005,0x5032AFCD,EMPTY+GENUINE,27,13,9363,1379,161,0
lift_and_45005,0xAFCD0000,UNSAT,40,0,222031,11663,399,0
lift_45007,0xAFCFAFCF,UNSAT,40,0,246766,9439,408,0
lift_xor_45007,0x5030AFCF,EMPTY+GENUINE,29,11,49675,2370,205,0
lift_and_45007,0xAFCF0000,UNSAT,40,0,256150,12941,396,0
lift_45036,0xAFECAFEC,UNSAT,40,0,186045,11745,427,2
lift_xor_45036,0x5013AFEC,EMPTY+GENUINE,27,13,11073,1693,160,4
lift_and_45036,0xAFEC0000,UNSAT,40,0,227505,12737,393,1
lift_45073,0xB011B011,UNSAT,40,0,167113,9456,424,4
lift_xor_45073,0x4FEEB011,EMPTY+GENUINE,28,12,53540,5688,162,8
lift_and_45073,0xB0110000,UNSAT,40,0,299372,10813,362,3
lift_45106,0xB032B032,UNSAT,40,0,161769,8677,433,4
lift_xor_45106,0x4FCDB032,EMPTY+GENUINE,28,12,40354,4080,166,4
lift_and_45106,0xB0320000,UNSAT,40,0,283354,10533,357,2
lift_45107,0xB033B033,UNSAT,40,0,156191,7972,428,2
lift_xor_45107,0x4FCCB033,EMPTY+GENUINE,30,10,45021,4719,199,2
lift_and_45107,0xB0330000,UNSAT,40,0,269255,10387,390,1
lift_45218,0xB0A2B0A2,UNSAT,40,0,183836,10895,442,0
lift_xor_45218,0x4F5DB0A2,EMPTY+GENUINE,27,13,41508,4249,159,0
lift_and_45218,0xB0A20000,UNSAT,40,0,292082,11876,358,0
lift_45226,0xB0AAB0AA,UNSAT,40,0,199500,11914,416,0
lift_xor_45226,0x4F55B0AA,EMPTY+GENUINE,29,11,41233,4153,181,0
lift_and_45226,0xB0AA0000,UNSAT,40,0,286312,12696,387,0
lift_45233,0xB0B1B0B1,UNSAT,40,0,195334,11601,421,2
lift_xor_45233,0x4F4EB0B1,EMPTY+GENUINE,30,10,45021,4719,199,2
lift_and_45233,0xB0B10000,UNSAT,40,0,285708,12512,378,1
lift_45240,0xB0B8B0B8,UNSAT,40,0,199500,11914,416,0
lift_xor_45240,0x4F47B0B8,EMPTY+GENUINE,29,11,41233,4153,181,0
lift_and_45240,0xB0B80000,UNSAT,40,0,286312,12696,387,0
lift_45300,0xB0F4B0F4,UNSAT,40,0,210695,12616,416,4
lift_xor_45300,0x4F0BB0F4,EMPTY+GENUINE,30,10,42103,4120,190,4
lift_and_45300,0xB0F40000,UNSAT,40,0,279243,13203,375,2
lift_45301,0xB0F5B0F5,UNSAT,40,0,181198,9831,431,0
lift_xor_45301,0x4F0AB0F5,EMPTY+GENUINE,30,10,30680,3354,205,0
lift_and_45301,0xB0F50000,UNSAT,40,0,254192,11873,394,0
lift_45303,0xB0F7B0F7,UNSAT,40,0,151574,7092,437,0
lift_xor_45303,0x4F08B0F7,EMPTY+GENUINE,28,12,13382,1633,177,0
lift_and_45303,0xB0F70000,UNSAT,40,0,228534,10439,377,0
lift_45308,0xB0FCB0FC,UNSAT,40,0,197829,12023,428,2
lift_xor_45308,0x4F03B0FC,EMPTY+GENUINE,30,10,30680,3354,198,2
lift_and_45308,0xB0FC0000,UNSAT,40,0,260154,12920,387,1
lift_45310,0xB0FEB0FE,UNSAT,40,0,161769,8677,433,4
lift_xor_45310,0x4F01B0FE,EMPTY+GENUINE,28,12,14262,1694,168,4
lift_and_45310,0xB0FE0000,UNSAT,40,0,231203,11032,382,2
lift_45313,0xB101B101,UNSAT,40,0,167113,9456,424,4
lift_xor_45313,0x4EFEB101,EMPTY+GENUINE,28,12,53540,5688,162,8
lift_and_45313,0xB1010000,UNSAT,40,0,299372,10813,362,3
lift_45360,0xB130B130,UNSAT,40,0,161769,8677,433,4
lift_xor_45360,0x4ECFB130,EMPTY+GENUINE,28,12,40354,4080,166,4
lift_and_45360,0xB1300000,UNSAT,40,0,283354,10533,357,2
lift_45361,0xB131B131,UNSAT,40,0,156191,7972,428,2
lift_xor_45361,0x4ECEB131,EMPTY+GENUINE,30,10,45021,4719,199,2
lift_and_45361,0xB1310000,UNSAT,40,0,269255,10387,390,1
lift_45363,0xB133B133,UNSAT,40,0,150530,7325,414,4
lift_xor_45363,0x4ECCB133,EMPTY+GENUINE,30,10,43857,4443,198,4
lift_and_45363,0xB1330000,UNSAT,40,0,254571,10143,387,2
lift_45440,0xB180B180,UNSAT,40,0,186045,11745,427,2
lift_xor_45440,0x4E7FB180,EMPTY+GENUINE,27,13,50211,5257,160,4
lift_and_45440,0xB1800000,UNSAT,40,0,306594,12058,352,1
lift_45488,0xB1B0B1B0,UNSAT,40,0,197829,12023,428,2
lift_xor_45488,0x4E4FB1B0,EMPTY+GENUINE,30,10,43726,4532,199,2
lift_and_45488,0xB1B00000,UNSAT,40,0,286204,12666,378,1
lift_45552,0xB1F0B1F0,UNSAT,40,0,210695,12616,416,4
lift_xor_45552,0x4E0FB1F0,EMPTY+GENUINE,30,10,42103,4120,190,4
lift_and_45552,0xB1F00000,UNSAT,40,0,279243,13203,375,2
lift_45553,0xB1F1B1F1,UNSAT,40,0,181198,9831,431,0
lift_xor_45553,0x4E0EB1F1,EMPTY+GENUINE,30,10,30680,3354,205,0
lift_and_45553,0xB1F10000,UNSAT,40,0,254192,11873,394,0
lift_45555,0xB1F3B1F3,UNSAT,40,0,151574,7092,437,0
lift_xor_45555,0x4E0CB1F3,EMPTY+GENUINE,28,12,13382,1633,177,0
lift_and_45555,0xB1F30000,UNSAT,40,0,228534,10439,377,0
lift_45826,0xB302B302,UNSAT,40,0,161769,8677,433,4
lift_xor_45826,0x4CFDB302,EMPTY+GENUINE,28,12,40354,4080,166,4
lift_and_45826,0xB3020000,UNSAT,40,0,283354,10533,357,2
lift_45827,0xB303B303,UNSAT,40,0,156191,7972,428,2
lift_xor_45827,0x4CFCB303,EMPTY+GENUINE,30,10,45021,4719,199,2
lift_and_45827,0xB3030000,UNSAT,40,0,269255,10387,390,1
lift_45840,0xB310B310,UNSAT,40,0,161769,8677,433,4
lift_xor_45840,0x4CEFB310,EMPTY+GENUINE,28,12,40354,4080,166,4
lift_and_45840,0xB3100000,UNSAT,40,0,283354,10533,357,2
lift_45841,0xB311B311,UNSAT,40,0,156191,7972,428,2
lift_xor_45841,0x4CEEB311,EMPTY+GENUINE,30,10,45021,4719,199,2
lift_and_45841,0xB3110000,UNSAT,40,0,269255,10387,390,1
lift_45843,0xB313B313,UNSAT,40,0,150530,7325,414,4
lift_xor_45843,0x4CECB313,EMPTY+GENUINE,30,10,43857,4443,198,4
lift_and_45843,0xB3130000,UNSAT,40,0,254571,10143,387,2
lift_45987,0xB3A3B3A3,UNSAT,40,0,165266,8999,439,0
lift_xor_45987,0x4C5CB3A3,EMPTY+GENUINE,30,10,30680,3354,205,0
lift_and_45987,0xB3A30000,UNSAT,40,0,246964,11230,401,0
lift_45994,0xB3AAB3AA,UNSAT,40,0,197829,12023,428,2
lift_xor_45994,0x4C55B3AA,EMPTY+GENUINE,30,10,30680,3354,198,2
lift_and_45994,0xB3AA0000,UNSAT,40,0,260154,12920,387,1
lift_46001,0xB3B1B3B1,UNSAT,40,0,165266,8999,439,0
lift_xor_46001,0x4C4EB3B1,EMPTY+GENUINE,30,10,30680,3354,205,0
lift_and_46001,0xB3B10000,UNSAT,40,0,246964,11230,401,0
lift_46010,0xB3BAB3BA,UNSAT,40,0,161769,8677,433,4
lift_xor_46010,0x4C45B3BA,EMPTY+GENUINE,28,12,14262,1694,168,4
lift_and_46010,0xB3BA0000,UNSAT,40,0,231203,11032,382,2
